,x
11860,0.529
11861,0.484
11862,1.731
11863,0.887
11864,0.401
11865,0.457
11866,0.422
11867,0.481
11868,0.268
11869,0.488
11870,1.086
11871,0.365
11872,1.082
11873,0.98
11874,0.969
11875,0.571
11876,0.83
11877,0.561
11878,0.791
11879,0.578
11880,0.445
11881,0.274
11882,0.467
11883,0.327
11884,0.487
11885,0.746
11886,1.212
11887,0.398
11888,0.227
11889,0.333
11890,0.528
11891,1.564
11892,1.195
11893,0.346
11894,0.886
11895,0.733
11896,0.378
11897,0.341
11898,0.622
11899,0.989
11900,0.39
11901,0.925
11902,0.505
11903,0.705
11904,0.367
11905,0.28
11906,0.537
11907,0.795
11908,0.451
11909,0.86
11910,1.024
11911,0.393
11912,0.474
11913,0.721
11914,0.908
11915,0.463
11916,0.756
11917,0.404
11918,1.336
11919,0.053
11920,1.376
11921,0.45
11922,0.132
11923,1.401
11924,0.674
11925,0.589
11926,0.348
11927,1.238
11928,0.921
11929,0.828
11930,0.701
11931,0.392
11932,0.912
11933,0.384
11934,0.357
11935,1.331
11936,0.571
11937,1.288
11938,0.947
11939,0.835
11940,1.192
11941,0.709
11942,0.173
11943,0.429
11944,0.762
11945,0.487
11946,0.696
11947,0.445
11948,1.293
11949,0.87
11950,0.41
11951,0.585
11952,0.333
11953,1.103
11954,0.499
11955,0.61
11956,0.36
11957,0.264
11958,1.595
11959,2.13
11960,1.36
11961,0.408
11962,1.123
11963,0.917
11964,0.25
11965,0.741
11966,0.384
11967,0.771
11968,0.63
11969,2.046
11970,0.627
11971,0.512
11972,0.386
11973,1.504
11974,1.296
11975,0.312
11976,0.354
11977,0.46
11978,0.658
11979,0.39
11980,0.881
11981,2.101
11982,0.453
11983,1.144
11984,2.471
11985,0.536
11986,0.521
11987,0.285
11988,0.48
11989,0.967
11990,0.392
11991,0.863
11992,0.48
11993,0.562
11994,0.437
11995,0.541
11996,0.741
11997,0.826
11998,0.766
11999,0.405
12000,0.45
12001,0.615
12002,0.527
12003,0.703
12004,1.183
12005,1.698
12006,0.615
12007,0.413
12008,1.125
12009,1.202
12010,1.242
12011,0.966
12012,0.49
12013,0.817
12014,0.336
12015,1.037
12016,0.298
12017,0.902
12018,0.044
12019,0.796
12020,0.468
12021,0.348
12022,0.413
12023,0.426
12024,0.574
12025,0.487
12026,1.404
12027,0.467
12028,0.606
12029,2.195
12030,1.036
12031,0.49
12032,1.684
12033,1.08
12034,0.508
12035,0.408
12036,0.517
12037,0.29
12038,2.325
12039,1.291
12040,0.509
12041,1.276
12042,0.611
12043,0.916
12044,0.552
12045,0.381
12046,0.588
12047,1.406
12048,1.123
12049,1.262
12050,0.741
12051,0.473
12052,0.444
12053,0.772
12054,1.234
12055,0.954
12056,0.146
12057,0.763
12058,0.665
12059,0.451
12060,0.957
12061,0.531
12062,0.913
12063,1.835
12064,1.854
12065,0.622
12066,0.631
12067,1.072
12068,0.261
12069,0.808
12070,0.516
12071,0.348
12072,0.591
12073,0.389
12074,1.229
12075,0.797
12076,0.458
12077,1.024
12078,0.702
12079,0.266
12080,0.512
12081,0.332
12082,0.651
12083,0.353
12084,1.741
12085,0.546
12086,1.348
12087,0.417
12088,0.478
12089,1.808
12090,1.6
12091,1.579
12092,0.571
12093,0.988
12094,0.657
12095,0.354
12096,0.192
12097,0.675
12098,0.432
12099,0.7
12100,0.448
12101,2.058
12102,0.33
12103,0.593
12104,0.248
12105,1.545
12106,0.376
12107,1.786
12108,0.393
12109,0.566
12110,0.351
12111,0.447
12112,0.705
12113,0.441
12114,1.247
12115,1.145
12116,0.33
12117,0.723
12118,1.078
12119,0.278
12120,1.04
12121,0.662
12122,0.36
12123,0.386
12124,0.281
12125,0.457
12126,0.981
12127,0.37
12128,1.276
12129,0.286
12130,0.512
12131,1.224
12132,0.333
12133,0.351
12134,0.638
12135,1.295
12136,0.423
12137,0.327
12138,2.043
12139,0.874
12140,0.488
12141,0.332
12142,0.809
12143,1.082
12144,0.283
12145,0.466
12146,0.93
12147,1.944
12148,1.107
12149,0.916
12150,0.656
12151,0.87
12152,0.471
12153,0.947
12154,0.457
12155,0.636
12156,0.444
12157,0.539
12158,1.14
12159,0.169
12160,0.341
12161,1.103
12162,0.552
12163,0.492
12164,1.141
12165,0.178
12166,1.131
12167,1.188
12168,1.183
12169,0.444
12170,0.793
12171,2.193
12172,3.091
12173,0.491
12174,0.413
12175,1.248
12176,0.212
12177,0.343
12178,1.311
12179,0.438
12180,0.787
12181,0.365
12182,0.341
12183,1.031
12184,0.655
12185,0.645
12186,0.381
12187,0.618
12188,0.438
12189,0.373
12190,0.238
12191,0.327
12192,0.45
12193,0.318
12194,2.41
12195,0.492
12196,1.407
12197,0.379
12198,1.239
12199,0.414
12200,0.539
12201,1.042
12202,0.633
12203,0.419
12204,0.349
12205,0.951
12206,1.54
12207,1.052
12208,2.341
12209,0.354
12210,0.502
12211,0.435
12212,0.727
12213,1.247
12214,1.165
12215,0.544
12216,1.09
12217,1.229
12218,0.438
12219,0.273
12220,0.499
12221,0.509
12222,0.811
12223,1.291
12224,0.323
12225,0.509
12226,0.386
12227,0.927
12228,0.57
12229,0.563
12230,0.21
12231,0.264
12232,0.604
12233,0.566
12234,0.169
12235,0.498
12236,1.09
12237,1.218
12238,0.425
12239,0.414
12240,0.931
12241,0.343
12242,0.851
12243,0.426
12244,0.518
12245,1.147
12246,0.432
12247,0.596
12248,0.357
12249,0.561
12250,1.894
12251,0.536
12252,0.39
12253,0.944
12254,0.966
12255,0.867
12256,1.798
12257,0.387
12258,1.479
12259,1.008
12260,1.765
12261,0.268
12262,0.951
12263,1.438
12264,0.328
12265,0.939
12266,1.255
12267,0.466
12268,1.5
12269,0.783
12270,0.598
12271,1.029
12272,0.456
12273,0.575
12274,0.779
12275,0.417
12276,0.941
12277,0.295
12278,1.267
12279,0.398
12280,0.997
12281,0.203
12282,0.36
12283,0.332
12284,1.702
12285,0.367
12286,0.271
12287,1.496
12288,0.488
12289,0.703
12290,0.729
12291,0.591
12292,0.72
12293,1.082
12294,0.435
12295,0.425
12296,0.656
12297,0.379
12298,0.223
12299,1.116
12300,1.165
12301,0.622
12302,0.448
12303,1.492
12304,0.558
12305,0.843
12306,0.477
12307,0.703
12308,0.386
12309,1.513
12310,0.402
12311,0.834
12312,0.382
12313,0.371
12314,0.368
12315,1.264
12316,0.721
12317,0.454
12318,0.92
12319,1.222
12320,0.842
12321,0.513
12322,0.847
12323,2.071
12324,1.724
12325,1.422
12326,1.138
12327,1.018
12328,1.144
12329,1.126
12330,1.279
12331,2.636
12332,0.497
12333,0.234
12334,0.378
12335,2.302
12336,0.554
12337,0.31
12338,0.608
12339,0.318
12340,0.444
12341,0.37
12342,0.318
12343,0.405
12344,0.379
12345,0.3
12346,1.837
12347,0.733
12348,0.691
12349,1.455
12350,1.438
12351,0.47
12352,0.943
12353,0.992
12354,1.446
12355,1.261
12356,1.763
12357,0.478
12358,0.941
12359,0.85
12360,0.318
12361,1.827
12362,0.701
12363,0.918
12364,1.892
12365,1.269
12366,0.825
12367,0.367
12368,0.69
12369,0.414
12370,0.713
12371,0.812
12372,1.061
12373,0.783
12374,0.425
12375,1.162
12376,0.926
12377,0.62
12378,0.312
12379,0.832
12380,0.702
12381,1.206
12382,0.618
12383,0.695
12384,0.268
12385,0.849
12386,0.675
12387,1.512
12388,0.238
12389,0.586
12390,0.318
12391,0.266
12392,0.611
12393,0.359
12394,0.886
12395,1.501
12396,0.808
12397,0.984
12398,1.205
12399,0.453
12400,0.356
12401,0.961
12402,0.476
12403,0.315
12404,0.57
12405,0.264
12406,0.495
12407,0.61
12408,0.39
12409,1.003
12410,1.872
12411,0.463
12412,1.349
12413,0.47
12414,0.518
12415,0.531
12416,0.792
12417,0.481
12418,0.31
12419,0.863
12420,0.473
12421,0.792
12422,0.817
12423,0.826
12424,0.365
12425,0.758
12426,0.964
12427,1.969
12428,1.498
12429,0.58
12430,0.47
12431,1.097
12432,1.348
12433,0.633
12434,0.214
12435,0.468
12436,0.399
12437,0.368
12438,0.483
12439,0.774
12440,1.312
12441,0.405
12442,1.101
12443,1.655
12444,1.404
12445,0.544
12446,0.42
12447,1.018
12448,0.518
12449,2.365
12450,0.434
12451,0.88
12452,0.764
12453,0.223
12454,1.48
12455,0.292
12456,0.438
12457,1.261
12458,1.067
12459,1.183
12460,1.028
12461,0.686
12462,0.393
12463,0.746
12464,0.683
12465,0.261
12466,0.581
12467,0.274
12468,1.19
12469,0.763
12470,0.37
12471,1.777
12472,0.578
12473,0.25
12474,0.711
12475,0.928
12476,0.241
12477,0.73
12478,0.694
12479,0.264
12480,0.76
12481,0.994
12482,1.182
12483,0.48
12484,0.381
12485,0.961
12486,0.153
12487,0.368
12488,0.691
12489,0.589
12490,1.214
12491,0.292
12492,0.216
12493,0.276
12494,0.402
12495,0.25
12496,0.627
12497,0.528
12498,0.255
12499,0.312
12500,0.769
12501,0.381
12502,0.705
12503,0.33
12504,0.615
12505,0.405
12506,0.477
12507,0.264
12508,0.601
12509,0.605
12510,2.016
12511,0.41
12512,0.982
12513,0.527
12514,0.216
12515,2.626
12516,0.261
12517,0.576
12518,0.54
12519,0.958
12520,0.912
12521,0.417
12522,0.447
12523,0.437
12524,1.27
12525,0.905
12526,0.353
12527,1.065
12528,0.384
12529,0.695
12530,1.168
12531,1.349
12532,0.49
12533,0.375
12534,1.39
12535,0.566
12536,0.821
12537,1.046
12538,1.228
12539,0.395
12540,0.389
12541,0.428
12542,0.505
12543,0.305
12544,1.369
12545,0.467
12546,0.389
12547,0.675
12548,0.754
12549,0.477
12550,1.861
12551,0.271
12552,0.521
12553,0.57
12554,0.42
12555,0.466
12556,1.637
12557,0.48
12558,0.338
12559,0.307
12560,1.683
12561,0.936
12562,0.539
12563,0.687
12564,0.384
12565,1.367
12566,0.528
12567,0.376
12568,0.49
12569,0.368
12570,0.464
12571,0.285
12572,0.58
12573,0.688
12574,0.83
12575,1.004
12576,1.307
12577,0.735
12578,1.357
12579,0.419
12580,1.072
12581,1.005
12582,0.657
12583,0.286
12584,0.348
12585,0.454
12586,0.435
12587,0.71
12588,0.59
12589,0.7
12590,1.048
12591,0.413
12592,0.923
12593,0.435
12594,0.654
12595,0.47
12596,0.428
12597,0.318
12598,0.821
12599,0.699
12600,0.285
12601,0.513
12602,0.895
12603,0.595
12604,0.792
12605,0.59
12606,0.919
12607,0.574
12608,0.264
12609,0.879
12610,0.351
12611,0.701
12612,0.221
12613,0.444
12614,0.735
12615,0.962
12616,0.548
12617,0.671
12618,0.89
12619,0.485
12620,0.648
12621,0.466
12622,0.23
12623,0.66
12624,0.505
12625,1.215
12626,0.31
12627,0.904
12628,0.396
12629,0.553
12630,0.401
12631,1.174
12632,0.325
12633,0.632
12634,0.491
12635,0.888
12636,0.605
12637,0.554
12638,0.48
12639,1.863
12640,1.098
12641,0.562
12642,0.813
12643,0.356
12644,0.876
12645,0.52
12646,0.349
12647,1.025
12648,0.481
12649,1.46
12650,1.274
12651,0.606
12652,1.049
12653,0.749
12654,0.658
12655,0.499
12656,0.298
12657,1.24
12658,0.572
12659,0.199
12660,0.595
12661,0.336
12662,0.461
12663,0.167
12664,0.262
12665,1.296
12666,1.144
12667,0.343
12668,1.205
12669,0.34
12670,0.025
12671,1.371
12672,0.457
12673,0.569
12674,1.101
12675,0.485
12676,1.039
12677,0.502
12678,0.173
12679,0.924
12680,1.479
12681,1.698
12682,0.457
12683,1.42
12684,0.498
12685,0.98
12686,0.241
12687,0.84
12688,0.398
12689,0.274
12690,1.661
12691,1.089
12692,1.35
12693,0.656
12694,0.506
12695,0.362
12696,0.376
12697,0.508
12698,0.461
12699,0.42
12700,0.68
12701,0.389
12702,0.698
12703,1.482
12704,0.701
12705,0.857
12706,1.067
12707,0.822
12708,1.089
12709,0.308
12710,1.034
12711,0.384
12712,0.858
12713,1.238
12714,0.413
12715,0.631
12716,0.837
12717,0.381
12718,0.517
12719,1.352
12720,0.305
12721,0.101
12722,0.234
12723,0.416
12724,0.373
12725,0.302
12726,0.57
12727,0.474
12728,0.398
12729,0.192
12730,0.203
12731,0.269
12732,0.85
12733,0.305
12734,0.408
12735,0.596
12736,0.477
12737,0.908
12738,0.405
12739,0.223
12740,1.084
12741,0.389
12742,0.662
12743,0.273
12744,1.382
12745,0.88
12746,0.61
12747,0.33
12748,1.2
12749,0.414
12750,0.36
12751,0.186
12752,0.835
12753,0.737
12754,0.36
12755,1.22
12756,0.34
12757,0.328
12758,0.675
12759,0.37
12760,0.516
12761,1.08
12762,0.498
12763,0.437
12764,0.964
12765,1.525
12766,0.528
12767,0.652
12768,0.731
12769,0.428
12770,0.34
12771,1.529
12772,0.458
12773,0.616
12774,0.357
12775,0.897
12776,0.271
12777,1.674
12778,0.714
12779,1.409
12780,0.29
12781,0.303
12782,1.15
12783,0.643
12784,0.464
12785,0.657
12786,0.774
12787,0.327
12788,0.61
12789,0.478
12790,1.33
12791,0.668
12792,0.497
12793,0.55
12794,0.341
12795,0.457
12796,0.426
12797,0.338
12798,1.046
12799,1.139
12800,0.365
12801,0.556
12802,2.099
12803,0.348
12804,0.649
12805,0.531
12806,0.545
12807,0.572
12808,1.449
12809,0.906
12810,0.822
12811,0.65
12812,0.854
12813,0.408
12814,0.533
12815,0.47
12816,0.349
12817,0.503
12818,0.325
12819,0.461
12820,1.347
12821,0.558
12822,0.36
12823,0.649
12824,0.484
12825,1.782
12826,0.664
12827,0.416
12828,0.593
12829,1.882
12830,0.583
12831,0.521
12832,0.414
12833,0.378
12834,0.3
12835,0.492
12836,0.39
12837,1.05
12838,0.941
12839,0.505
12840,1.194
12841,0.652
12842,0.332
12843,0.975
12844,0.643
12845,0.62
12846,0.478
12847,0.349
12848,0.451
12849,1.341
12850,0.481
12851,1.124
12852,0.408
12853,0.239
12854,0.698
12855,0.922
12856,0.609
12857,0.711
12858,0.384
12859,0.477
12860,0.518
12861,0.182
12862,0.863
12863,0.857
12864,1.036
12865,0.207
12866,0.578
12867,1.317
12868,0.471
12869,1.383
12870,1.095
12871,0.498
12872,0.518
12873,0.922
12874,0.855
12875,1.41
12876,2.045
12877,0.458
12878,0.73
12879,1.117
12880,0.896
12881,0.624
12882,0.305
12883,0.605
12884,0.917
12885,0.494
12886,0.448
12887,0.87
12888,3.034
12889,0.976
12890,0.422
12891,1.447
12892,0.276
12893,1.032
12894,1.305
12895,0.637
12896,0.441
12897,1.145
12898,0.532
12899,0.553
12900,0.76
12901,0.609
12902,0.498
12903,0.398
12904,0.686
12905,1.259
12906,0.357
12907,0.399
12908,0.312
12909,0.952
12910,0.921
12911,0.758
12912,1.112
12913,0.053
12914,1.605
12915,0.302
12916,2.644
12917,0.241
12918,0.399
12919,0.407
12920,0.101
12921,0.368
12922,0.683
12923,0.556
12924,0.474
12925,0.791
12926,1.468
12927,0.585
12928,1.393
12929,0.349
12930,1.661
12931,0.509
12932,1.757
12933,0.336
12934,0.269
12935,0.798
12936,2.54
12937,0.583
12938,1.343
12939,0.622
12940,0.216
12941,0.441
12942,0.911
12943,0.471
12944,1.402
12945,0.662
12946,0.238
12947,1.322
12948,0.401
12949,0.261
12950,1.236
12951,0.845
12952,1.117
12953,0.919
12954,0.375
12955,1.466
12956,1.009
12957,0.807
12958,0.601
12959,1.33
12960,0.47
12961,0.777
12962,1.894
12963,0.626
12964,0.364
12965,0.445
12966,0.417
12967,0.98
12968,2.374
12969,0.401
12970,0.98
12971,0.47
12972,1.077
12973,0.548
12974,0.268
12975,0.877
12976,0.384
12977,0.484
12978,0.402
12979,0.357
12980,0.744
12981,2.057
12982,0.596
12983,0.445
12984,0.37
12985,2.209
12986,1.482
12987,0.322
12988,0.273
12989,0.359
12990,0.6
12991,0.419
12992,0.841
12993,0.448
12994,0.373
12995,0.856
12996,1.127
12997,2.038
12998,0.478
12999,0.643
13000,0.957
13001,0.767
13002,1.428
13003,0.315
13004,1.312
13005,0.619
13006,0.488
13007,0.241
13008,0.637
13009,1.057
13010,0.778
13011,0.428
13012,0.614
13013,2.845
13014,1.537
13015,1.45
13016,0.212
13017,1.23
13018,0.757
13019,0.848
13020,0.376
13021,1.511
13022,1.619
13023,0.959
13024,0.672
13025,2.315
13026,1.803
13027,0.881
13028,1.376
13029,0.648
13030,1.071
13031,0.318
13032,0.873
13033,0.545
13034,0.762
13035,1.609
13036,0.467
13037,0.425
13038,0.973
13039,1.524
13040,0.657
13041,0.463
13042,0.896
13043,2.107
13044,0.637
13045,0.705
13046,0.731
13047,0.615
13048,0.552
13049,0.36
13050,0.932
13051,0.447
13052,0.305
13053,1.432
13054,0.382
13055,1.386
13056,0.373
13057,1.735
13058,1.422
13059,0.871
13060,0.371
13061,0.73
13062,3.664
13063,0.644
13064,0.382
13065,0.426
13066,0.692
13067,0.335
13068,1.05
13069,1.181
13070,0.461
13071,0.557
13072,0.593
13073,0.648
13074,0.19
13075,0.414
13076,1.067
13077,1.701
13078,0.353
13079,0.404
13080,0.386
13081,0.674
13082,0.437
13083,0.589
13084,0.41
13085,1.111
13086,0.823
13087,0.792
13088,0.52
13089,0.389
13090,0.55
13091,0.236
13092,0.295
13093,1.423
13094,0.451
13095,1.057
13096,1.118
13097,1.316
13098,0.744
13099,0.293
13100,0.416
13101,0.212
13102,0.591
13103,0.349
13104,0.913
13105,0.285
13106,1.745
13107,1.7
13108,0.423
13109,0.59
13110,1.32
13111,0.868
13112,0.561
13113,0.051
13114,0.525
13115,1.804
13116,0.405
13117,0.384
13118,0.599
13119,0.466
13120,0.502
13121,0.295
13122,0.784
13123,0.259
13124,0.558
13125,0.448
13126,0.392
13127,0.599
13128,0.45
13129,0.542
13130,0.456
13131,0.631
13132,0.764
13133,0.298
13134,0.71
13135,0.854
13136,0.809
13137,1.165
13138,0.931
13139,0.746
13140,1.469
13141,0.448
13142,0.986
13143,0.25
13144,0.453
13145,0.492
13146,0.887
13147,0.467
13148,2.614
13149,0.578
13150,0.856
13151,0.379
13152,1.413
13153,0.562
13154,0.955
13155,0.445
13156,0.225
13157,0.65
13158,0.344
13159,0.833
13160,0.357
13161,1.274
13162,0.328
13163,0.881
13164,0.401
13165,1.358
13166,0.96
13167,0.902
13168,0.956
13169,0.278
13170,1.411
13171,1.354
13172,0.635
13173,0.466
13174,0.586
13175,0.891
13176,0.767
13177,1.072
13178,0.297
13179,0.494
13180,1.063
13181,0.389
13182,0.699
13183,0.725
13184,1.751
13185,1.818
13186,0.802
13187,0.441
13188,0.341
13189,0.766
13190,0.378
13191,0.417
13192,0.998
13193,0.655
13194,0.392
13195,0.389
13196,0.411
13197,0.382
13198,0.323
13199,0.346
13200,0.66
13201,1.536
13202,0.356
13203,0.313
13204,1.784
13205,0.649
13206,0.384
13207,0.461
13208,0.396
13209,0.949
13210,0.747
13211,0.786
13212,0.964
13213,1.317
13214,0.949
13215,0.546
13216,0.598
13217,0.308
13218,1.183
13219,0.264
13220,0.611
13221,0.396
13222,0.635
13223,1.391
13224,0.39
13225,0.81
13226,0.379
13227,0.823
13228,0.23
13229,0.365
13230,0.879
13231,0.454
13232,0.518
13233,0.396
13234,0.62
13235,0.218
13236,0.441
13237,0.769
13238,0.741
13239,0.649
13240,0.645
13241,1.318
13242,0.278
13243,0.371
13244,0.828
13245,0.448
13246,0.508
13247,1.549
13248,0.307
13249,1.482
13250,1.554
13251,0.307
13252,0.66
13253,0.322
13254,0.643
13255,0.411
13256,0.378
13257,0.583
13258,0.506
13259,1.579
13260,0.417
13261,0.491
13262,0.774
13263,0.83
13264,0.683
13265,0.37
13266,1.801
13267,0.947
13268,0.593
13269,1.149
13270,1.119
13271,0.271
13272,1.177
13273,0.814
13274,1.074
13275,0.405
13276,0.494
13277,0.94
13278,0.933
13279,0.973
13280,0.273
13281,0.338
13282,1.162
13283,0.767
13284,0.539
13285,1.307
13286,1.087
13287,0.805
13288,0.671
13289,1.197
13290,0.65
13291,1.897
13292,0.498
13293,0.702
13294,0.698
13295,1.256
13296,0.494
13297,0.308
13298,1.124
13299,0.453
13300,0.928
13301,0.829
13302,0.834
13303,0.792
13304,0.61
13305,0.779
13306,0.692
13307,1.111
13308,0.417
13309,1.706
13310,0.889
13311,0.527
13312,1.295
13313,0.303
13314,0.307
13315,0.276
13316,0.248
13317,0.395
13318,0.752
13319,0.192
13320,0.382
13321,0.36
13322,0.207
13323,0.423
13324,0.545
13325,0.248
13326,0.851
13327,1.323
13328,0.825
13329,0.851
13330,1.725
13331,0.68
13332,0.122
13333,0.632
13334,0.081
13335,2.01
13336,0.636
13337,0.499
13338,0.546
13339,0.359
13340,0.537
13341,0.782
13342,1.581
13343,0.52
13344,0.494
13345,0.586
13346,0.993
13347,0.508
13348,0.464
13349,0.312
13350,0.312
13351,0.815
13352,0.295
13353,0.752
13354,0.769
13355,1.328
13356,0.508
13357,0.605
13358,1.2
13359,0.595
13360,0.658
13361,0.58
13362,0.572
13363,0.929
13364,0.878
13365,0.61
13366,1.255
13367,0.451
13368,0.456
13369,0.165
13370,0.873
13371,0.285
13372,0.417
13373,1.472
13374,1.246
13375,0.955
13376,0.292
13377,0.512
13378,0.698
13379,0.525
13380,1.184
13381,0.594
13382,0.312
13383,0.104
13384,0.307
13385,0.571
13386,0.516
13387,0.435
13388,0.37
13389,0.466
13390,1.197
13391,0.255
13392,0.616
13393,0.303
13394,0.255
13395,0.328
13396,1.192
13397,0.677
13398,0.356
13399,0.529
13400,0.227
13401,0.585
13402,0.373
13403,0.438
13404,0.426
13405,0.626
13406,1.226
13407,0.797
13408,0.368
13409,0.569
13410,2.408
13411,0.66
13412,0.453
13413,0.637
13414,0.332
13415,0.652
13416,0.662
13417,0.741
13418,0.375
13419,0.234
13420,0.219
13421,0.796
13422,0.99
13423,0.586
13424,1.601
13425,1.085
13426,1.141
13427,0.392
13428,0.276
13429,1.03
13430,1.873
13431,0.935
13432,0.375
13433,0.313
13434,0.246
13435,0.499
13436,0.824
13437,1.242
13438,1.175
13439,0.743
13440,1.144
13441,0.796
13442,0.89
13443,0.373
13444,0.252
13445,0.378
13446,0.341
13447,0.297
13448,0.199
13449,2.426
13450,1.518
13451,0.531
13452,0.501
13453,0.31
13454,0.745
13455,0.232
13456,0.413
13457,0.803
13458,0.357
13459,0.569
13460,0.39
13461,0.44
13462,0.836
13463,0.876
13464,1.305
13465,0.429
13466,0.288
13467,0.453
13468,0.307
13469,1.397
13470,0.876
13471,0.236
13472,0.986
13473,0.774
13474,0.532
13475,1.467
13476,0.295
13477,1.262
13478,0.56
13479,0.422
13480,0.292
13481,0.188
13482,0.335
13483,0.405
13484,0.392
13485,0.473
13486,0.503
13487,0.882
13488,0.292
13489,0.353
13490,0.328
13491,2.651
13492,0.723
13493,0.41
13494,0.947
13495,0.375
13496,0.548
13497,0.36
13498,1.356
13499,0.362
13500,0.837
13501,0.876
13502,0.461
13503,0.393
13504,1.073
13505,0.302
13506,0.359
13507,1.17
13508,0.303
13509,1.81
13510,0.39
13511,0.292
13512,0.454
13513,0.199
13514,0.816
13515,0.687
13516,0.819
13517,0.447
13518,0.954
13519,0.399
13520,0.448
13521,1.25
13522,0.315
13523,0.805
13524,0.541
13525,1.552
13526,0.467
13527,1.319
13528,0.567
13529,0.269
13530,0.405
13531,0.266
13532,0.278
13533,1.166
13534,0.677
13535,0.273
13536,0.586
13537,1.025
13538,1.316
13539,0.365
13540,0.981
13541,0.359
13542,0.562
13543,0.82
13544,1.131
13545,0.356
13546,0.422
13547,0.333
13548,0.492
13549,1.644
13550,1.171
13551,2.104
13552,0.392
13553,0.408
13554,2.071
13555,0.416
13556,0.223
13557,0.533
13558,0.711
13559,0.474
13560,0.852
13561,0.671
13562,0.531
13563,0.499
13564,0.365
13565,0.788
13566,1.015
13567,0.545
13568,0.335
13569,0.454
13570,0.86
13571,0.516
13572,0.376
13573,0.718
13574,0.605
13575,1.238
13576,1.222
13577,0.322
13578,0.931
13579,0.877
13580,0.656
13581,0.308
13582,1.158
13583,0.598
13584,0.379
13585,0.46
13586,0.667
13587,0.522
13588,0.336
13589,0.594
13590,0.451
13591,0.438
13592,0.338
13593,0.525
13594,0.668
13595,0.636
13596,0.208
13597,0.536
13598,0.753
13599,0.584
13600,0.676
13601,0.349
13602,0.448
13603,1.491
13604,0.416
13605,0.558
13606,0.171
13607,0.367
13608,0.712
13609,0.749
13610,0.441
13611,0.448
13612,0.199
13613,0.269
13614,0.89
13615,1.011
13616,0.474
13617,0.049
13618,1.347
13619,0.865
13620,1.271
13621,0.947
13622,0.664
13623,0.651
13624,1.443
13625,0.341
13626,0.495
13627,0.422
13628,0.683
13629,0.458
13630,0.578
13631,1.459
13632,0.618
13633,1.711
13634,1.755
13635,0.14
13636,0.951
13637,0.569
13638,1.074
13639,0.323
13640,0.429
13641,0.293
13642,1.158
13643,3.967
13644,1.653
13645,0.531
13646,0.8
13647,0.278
13648,1.839
13649,0.429
13650,0.572
13651,0.497
13652,0.594
13653,0.364
13654,0.453
13655,0.485
13656,0.736
13657,0.528
